file_path,original_text,character,zhtw
gup_erika/sentences/ally_killed_by_player_01.json,Stop it! That's a friendly!,erika,住手！那是友軍！
gup_erika/sentences/ally_killed_by_player_02.json,What are you doing?! That's one of ours!,erika,你在幹什麼？！那是我們的人！
gup_erika/sentences/ally_killed_by_player_03.json,Stop firing! That's one of our own!,erika,停火！那是我們自己人！
gup_erika/sentences/ally_killed_by_player_04.json,Firing at one of ours!? What are you doing!,erika,攻擊自己人？！你在做什麼！
gup_erika/sentences/ally_killed_by_player_05.json,We destroyed a friendly!? What is happening!?,erika,我們摧毀了友軍？！這是怎麼回事！？
gup_erika/sentences/ammo_bay_damaged_01.json,What...! The ammo rack got hit!?,erika,什麼…！彈藥架被擊中了！？
gup_erika/sentences/ammo_bay_damaged_02.json,Ouch! Ammo rack got damaged!,erika,哎喲！彈藥架受損了！
gup_erika/sentences/ammo_bay_damaged_03.json,Ammo rack got hit!? Report the damage level!,erika,彈藥架被擊中了！？報告損壞程度！
gup_erika/sentences/ammo_bay_damaged_04.json,"Ammo rack damaged! Quickly, take care of it!",erika,彈藥架受損！快點處理！
gup_erika/sentences/armor_not_pierced_by_player_01.json,What... It's not working!?,erika,什麼…沒有效果！？
gup_erika/sentences/armor_not_pierced_by_player_02.json,Aim for the thinner side!,erika,瞄準較薄的側面！
gup_erika/sentences/armor_not_pierced_by_player_03.json,Damn...! Failed penetration!,erika,該死…！貫穿失敗！
gup_erika/sentences/armor_not_pierced_by_player_04.json,Aim for the weakspots!,erika,瞄準弱點！
gup_erika/sentences/armor_not_pierced_by_player_05.json,Even if we fully aimed that... such impertinence!,erika,就算我們完全瞄準了…真是無禮！
gup_erika/sentences/armor_pierced_by_player_01.json,We hit them nicely!,erika,我們漂亮地擊中了！
gup_erika/sentences/armor_pierced_by_player_02.json,It's working! Keep it up!,erika,奏效了！繼續！
gup_erika/sentences/armor_pierced_by_player_03.json,Confirmed penetration!,erika,確認貫穿！
gup_erika/sentences/armor_pierced_by_player_04.json,That was nice! Let's keep going!,erika,很好！繼續前進！
gup_erika/sentences/armor_pierced_by_player_05.json,Behold the skill of a powerhouse school!,erika,瞧瞧強校的實力！
gup_erika/sentences/armor_pierced_crit_by_player_01.json,We hit them! Keep it up!,erika,我們擊中了！繼續！
gup_erika/sentences/armor_pierced_crit_by_player_02.json,Ah... it's fine! It should damage them!,erika,啊…沒關係！應該會造成傷害！
gup_erika/sentences/armor_pierced_crit_by_player_03.json,Nice! It's working!,erika,很好！奏效了！
gup_erika/sentences/armor_ricochet_by_player_01.json,Eh!? It bounced!?,erika,欸！？被彈開了！？
gup_erika/sentences/armor_ricochet_by_player_02.json,What is that armor!?,erika,那裝甲是什麼啊！？
gup_erika/sentences/armor_ricochet_by_player_03.json,I'm gonna hit you next!,erika,下一擊我會打中你的！
gup_erika/sentences/armor_ricochet_by_player_04.json,No way!? A ricochet!?,erika,不可能！？彈開了！？
gup_erika/sentences/armor_ricochet_by_player_05.json,It bounced...!? How cheeky!,erika,被彈開了…！？真厚臉皮！
gup_erika/sentences/armor_ricochet_by_player_06.json,Don't worry! The aim is correct!,erika,別擔心！瞄準沒問題！
gup_erika/sentences/armor_ricochet_by_player_07.json,Ouch...! We hit them but...!,erika,哎喲…！我們擊中了但…！
gup_erika/sentences/armor_ricochet_by_player_08.json,How is this one bouncing!,erika,怎麼這一擊也彈開了！
gup_erika/sentences/armor_ricochet_by_player_09.json,What... it bounced!?,erika,什麼…彈開了！？
gup_erika/sentences/armor_ricochet_by_player_10.json,Eh!? It bounced!?,erika,欸！？被彈開了！？
gup_erika/sentences/armor_ricochet_by_player_11.json,What is that armor!?,erika,那裝甲是什麼啊！？
gup_erika/sentences/armor_ricochet_by_player_12.json,I'm gonna hit you next!,erika,下一擊我會打中你的！
gup_erika/sentences/armor_ricochet_by_player_13.json,No way!? A ricochet!?,erika,不可能！？彈開了！？
gup_erika/sentences/armor_ricochet_by_player_14.json,It bounced...!? How cheeky!,erika,被彈開了…！？真厚臉皮！
gup_erika/sentences/armor_ricochet_by_player_15.json,Don't worry! The aim is correct!,erika,別擔心！瞄準沒問題！
gup_erika/sentences/commander_killed_01.json,I felt this one...,erika,我感覺到這一擊了…
gup_erika/sentences/commander_killed_02.json,Ouch... They're not half bad are they...,erika,哎喲…他們還不錯嘛…
gup_erika/sentences/commander_killed_03.json,...That hurtssss!,erika,…好痛啊啊啊！
gup_erika/sentences/commander_killed_04.json,I can still... I can still fight...!,erika,我還能…我還能戰鬥…！
gup_erika/sentences/commander_killed_05.json,I'm fine...! Don't... worry about me...!,erika,我沒事…！別…擔心我…！
gup_erika/sentences/commander_killed_06.json,Kyaa! (Augh!),erika,呀啊！（哎喲！）
gup_erika/sentences/commander_killed_07.json,...That hurtssss!,erika,…好痛啊啊啊！
gup_erika/sentences/crew_deactivated_01.json,Ouch... Everybody alright!?,erika,哎喲…大家沒事吧！？
gup_erika/sentences/crew_deactivated_02.json,Damn... We cannot fight anymore...,erika,該死…我們不能再戰鬥了…
gup_erika/sentences/crew_deactivated_03.json,I won't forget this frustration!,erika,我不會忘記這股挫折感！
gup_erika/sentences/crew_deactivated_04.json,"...Me, losing...",erika,…我，輸了…
gup_erika/sentences/crew_deactivated_05.json,...It's frustrating but this is it. Everybody out!,erika,…很挫折但就是這樣。大家撤退！
gup_erika/sentences/damage_by_near_explosion_by_player_01.json,We hit close to the enemy! Good work!,erika,我們擊中敵人附近！幹得好！
gup_erika/sentences/damage_by_near_explosion_by_player_02.json,That was close...! Try to read the enemy movements!,erika,好險…！試著讀取敵人動作！
gup_erika/sentences/damage_by_near_explosion_by_player_03.json,"It's fine, the enemy is feeling the pressure!",erika,沒關係，敵人感受到壓力了！
gup_erika/sentences/damage_by_near_explosion_by_player_04.json,"Nice, we will hit the next one!",erika,很好，下一擊會命中！
gup_erika/sentences/damage_by_near_explosion_by_player_05.json,Not bad! Next one will be a direct hit!,erika,不錯！下一擊會直接命中！
gup_erika/sentences/driver_killed_01.json,Driver's seat!? Inform me about the damage!,erika,駕駛座！？報告損壞情況！
