file_path,original_text,character,zhtw
gup_crew_24/sentences/ally_killed_by_player_01.json,Hey! Why are you shooting at our friends!?,mikko,嘿！為什麼要對我們的朋友開火啊！？
gup_crew_24/sentences/ally_killed_by_player_02.json,Hey Hey! That's one of ours!,mikko,嘿嘿！那是我們自己人啦！
gup_crew_24/sentences/ally_killed_by_player_03.json,Ah... I just hit a friendly...,aki,啊啊……我居然打到自己人了……
gup_crew_24/sentences/ally_killed_by_player_04.json,It's not praiseworthy to shoot our own vehicles.,mika,攻擊自家戰車可不是什麼值得誇耀的事。
gup_crew_24/sentences/ally_killed_by_player_05.json,"Hey hey, don't shoot our friendly.",mika,嘿嘿，別對自己人開火啊。
gup_crew_24/sentences/ammo_bay_damaged_01.json,That's baad! Ammo rack got hit!,mikko,糟了！彈藥架被擊中了！
gup_crew_24/sentences/ammo_bay_damaged_02.json,"Mikaaa, the ammo rack is damaged!",aki,米卡啊啊！彈藥架壞掉了！
gup_crew_24/sentences/ammo_bay_damaged_03.json,Ammor rack hit? We need to avoid possible explosions.,mika,彈藥架被擊中？得避免可能的爆炸。
gup_crew_24/sentences/ammo_bay_damaged_04.json,Ammo rack hit? It might not survive the next one.,mika,彈藥架被打中？下一次可能撐不住了。
gup_crew_24/sentences/armor_not_pierced_by_player_01.json,Hey! That bounced!,mikko,嘿！那發彈跳掉了！
gup_crew_24/sentences/armor_not_pierced_by_player_01.json,Sorry Mikko...,aki,抱歉，米高……
gup_crew_24/sentences/armor_not_pierced_by_player_02.json,But I hit that! Why it doesn't go through...?,aki,我明明打中了！為什麼沒穿透啊……？
gup_crew_24/sentences/armor_not_pierced_by_player_03.json,"Eeh, we bounced that...",aki,呃，我們的炮彈被彈開了……
gup_crew_24/sentences/armor_not_pierced_by_player_03.json,Don't worry. You got the next one.,mika,別擔心，下一次你會成功的。
gup_crew_24/sentences/armor_not_pierced_by_player_04.json,"Aki, aim for the thinner side next.",mika,阿基，下次瞄準薄一點的地方。
gup_crew_24/sentences/armor_not_pierced_by_player_04.json,Gotcha.,aki,知道了！
gup_crew_24/sentences/armor_not_pierced_by_player_05.json,That's a sturdy armor.,mika,那裝甲真堅固。
gup_crew_24/sentences/armor_pierced_by_player_01.json,Nice one Aki! That pierce through!,mikko,幹得好，阿基！那發穿透了！
gup_crew_24/sentences/armor_pierced_by_player_02.json,Niice! Enemy armor penetrated!,aki,太棒了！敵人裝甲被穿透了！
