file_path,original_text,character,zhtw
gup_crew/sentences/ally_killed_by_player_01.json,Please don't fire at an ally!,miho,請不要對友軍開火！
gup_crew/sentences/ally_killed_by_player_02.json,Why are you firing at an ally!,yukari,為什麼要對友軍開火！
gup_crew/sentences/ally_killed_by_player_03.json,S... stop firing at an allyyy!,saori,停……停止對友軍開火！
gup_crew/sentences/ally_killed_by_player_04.json,Oh no... friendly fire...,mako,糟糕……友軍誤擊……
gup_crew/sentences/ally_killed_by_player_05.json,Oh my...! I hit an ally...,hana,天啊……我擊中了友軍……
gup_crew/sentences/ammo_bay_damaged_01.json,Ahhh my lovely ammo raaack,yukari,啊啊，我可愛的彈藥架！
gup_crew/sentences/ammo_bay_damaged_02.json,Gosh! Ammo rack is hit!,yukari,天哪！彈藥架被擊中了！
gup_crew/sentences/ammo_bay_damaged_03.json,Ahhh ammo rack...,yukari,啊啊，彈藥架……
gup_crew/sentences/ammo_bay_damaged_04.json,Ahhh ammo rack...,yukari,啊啊，彈藥架……
gup_crew/sentences/armor_not_pierced_by_player_01.json,Only scratched the armor...,hana,只是擦傷了裝甲……
gup_crew/sentences/armor_not_pierced_by_player_02.json,The opponent's armor seems to be quite tough...,hana,敵人的裝甲看起來相當堅固……
gup_crew/sentences/armor_not_pierced_by_player_03.json,"I've managed to hit, but...",hana,我擊中了，但是……
gup_crew/sentences/armor_not_pierced_by_player_04.json,Didn't penetrate...,hana,沒能貫穿……
gup_crew/sentences/armor_not_pierced_by_player_05.json,It's tough... Too tough...,hana,好硬……太硬了……
gup_crew/sentences/armor_pierced_by_player_01.json,The shell hit!,hana,炮彈擊中了！
gup_crew/sentences/armor_pierced_by_player_02.json,"Hit! I won't miss another one, either!",hana,擊中！下一發我也不會失手！
gup_crew/sentences/armor_pierced_by_player_03.json,Hit! That one must have caused a serious damage!,hana,擊中！這一發肯定造成了嚴重傷害！
gup_crew/sentences/armor_pierced_by_player_04.json,"It hit, it hit!",saori,擊中了，擊中了！
gup_crew/sentences/armor_pierced_by_player_05.json,"Direct hit! The opponent's seriously damaged, amazing!",miho,直擊！敵人受到嚴重傷害，太棒了！
gup_crew/sentences/armor_pierced_crit_by_player_01.json,Direct hit with a shell!,hana,炮彈直擊！
gup_crew/sentences/armor_pierced_crit_by_player_02.json,Direct hit with a shell! This sensation is so irresistible...,hana,炮彈直擊！這種感覺真是讓人無法抗拒……
gup_crew/sentences/armor_pierced_crit_by_player_03.json,"Direct hit with a shell on the enemy vehicle, amazing, Hana-san!",miho,敵方戰車被炮彈直擊，太棒了，華同學！
gup_crew/sentences/armor_ricochet_by_player_01.json,It got bounced...,hana,跳彈了……
gup_crew/sentences/armor_ricochet_by_player_02.json,Our shot didn't cause any damage...,hana,我們的射擊沒造成任何傷害……
gup_crew/sentences/armor_ricochet_by_player_03.json,"No damage, ricochet!",hana,沒傷害，跳彈！
gup_crew/sentences/armor_ricochet_by_player_04.json,Ricochet!? What a tough armor...,hana,跳彈！？好堅固的裝甲……
gup_crew/sentences/armor_ricochet_by_player_05.json,Hit! But... bounced...,miho,擊中了！但是……跳彈了……
gup_crew/sentences/armor_ricochet_by_player_06.json,That armor... seems to be quite tough...,miho,那裝甲……看起來相當堅固……
gup_crew/sentences/armor_ricochet_by_player_07.json,"It got deflected, huh... Hana-san, can you aim for its weak spot?",miho,跳彈了，嗯……華同學，能瞄準它的弱點嗎？
gup_crew/sentences/armor_ricochet_by_player_08.json,I didn't expect the shell to be bounced...,miho,沒想到炮彈會被彈開……
gup_crew/sentences/armor_ricochet_by_player_09.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_10.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_11.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_12.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_13.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_14.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/armor_ricochet_by_player_15.json,Ricochet!? Are you serious!? Isn't that cheating!?,saori,跳彈！？真的假的！？這不算作弊嗎！？
gup_crew/sentences/commander_killed_01.json,Kyaa!,miho,呀！
gup_crew/sentences/commander_killed_02.json,"N... Nishizumi-dono, are you alright!?",yukari,西……西住殿，你沒事吧！？
gup_crew/sentences/commander_killed_03.json,"Miporin, are you okay!?",saori,美穗醬，你還好嗎！？
gup_crew/sentences/commander_killed_04.json,"Miporin, are you okay!?",saori,美穗醬，你還好嗎！？
gup_crew/sentences/commander_killed_05.json,"Miporin, are you okay!?",saori,美穗醬，你還好嗎！？
gup_crew/sentences/commander_killed_06.json,"Miporin, are you okay!?",saori,美穗醬，你還好嗎！？
gup_crew/sentences/commander_killed_07.json,"Miporin, are you okay!?",saori,美穗醬，你還好嗎！？
gup_crew/sentences/crew_deactivated_01.json,"Everyone, please stay safe and be careful!",miho,大家，請注意安全，小心！
gup_crew/sentences/crew_deactivated_02.json,"Everyone, please stay safe and be careful!",yukari,大家，請注意安全，小心！
gup_crew/sentences/crew_deactivated_03.json,Is... is everybody alright?,saori,大家……都沒事吧？
gup_crew/sentences/crew_deactivated_04.json,"Everyone, please be careful!",hana,大家，請小心！
gup_crew/sentences/crew_deactivated_05.json,"Hey, are you alright? Answer me.",mako,嘿，你還好嗎？回答我。
gup_crew/sentences/damage_by_near_explosion_by_player_01.json,"Landed close to the enemy! Hana-san, keep it up!",miho,靠近敵人了！華同學，繼續加油！
gup_crew/sentences/damage_by_near_explosion_by_player_02.json,Close one! Let's hit it next time!,yukari,差一點！下次一定要擊中！
gup_crew/sentences/damage_by_near_explosion_by_player_03.json,So close! Let's hit it next time for sure!,saori,好近！下次一定要擊中！
gup_crew/sentences/damage_by_near_explosion_by_player_04.json,Next time... I'll hit it!,hana,下次……我會擊中的！
gup_crew/sentences/damage_by_near_explosion_by_player_05.json,Next time... I'll hit it!,hana,下次……我會擊中的！
gup_crew/sentences/driver_killed_01.json,Ugh... Th... that was nothing...,mako,唔……那……那不算什麼……
gup_crew/sentences/driver_killed_02.json,Driver's seat!? Mako-san!?,miho,駕駛座！？麻子同學！？
gup_crew/sentences/driver_killed_03.json,Mako!? Are you alright!?,saori,麻子！？你沒事吧！？
gup_crew/sentences/driver_killed_04.json,Mako!? Are you alright!?,saori,麻子！？你沒事吧！？
gup_crew/sentences/enemy_fire_started_by_player_01.json,It seems like we have set the enemy vehicle on fire.,hana,好像我們讓敵方戰車起火了。
gup_crew/sentences/enemy_fire_started_by_player_02.json,I confirm the shell's landed on the enemy vehicle's fuel tank!,miho,我確認炮彈擊中了敵方戰車的燃料箱！
gup_crew/sentences/enemy_fire_started_by_player_03.json,It seems the enemy vehicle is on fire!,yukari,敵方戰車好像起火了！
gup_crew/sentences/enemy_fire_started_by_player_04.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_05.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_06.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_07.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_08.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_09.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_10.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_11.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_fire_started_by_player_12.json,The enemy tank is on fire!,saori,敵方戰車起火了！
gup_crew/sentences/enemy_killed_01.json,Enemy vehicle destroyed!,hana,敵方戰車被摧毀了！
gup_crew/sentences/enemy_killed_02.json,Enemy vehicle's become silent. Let's prepare for the next one!,hana,敵方戰車沒動靜了。準備下一個！
gup_crew/sentences/enemy_killed_03.json,"The enemy vehicle is no longer operational, destroyed!",hana,敵方戰車無法運作了，被摧毀了！
gup_crew/sentences/enemy_killed_04.json,"The enemy vehicle is no longer operational, destroyed!",hana,敵方戰車無法運作了，被摧毀了！
gup_crew/sentences/enemy_killed_05.json,"The enemy vehicle is no longer operational, destroyed!",hana,敵方戰車無法運作了，被摧毀了！
gup_crew/sentences/enemy_killed_06.json,"The enemy vehicle is no longer operational, destroyed!",hana,敵方戰車無法運作了，被摧毀了！
gup_crew/sentences/enemy_killed_by_player_01.json,This goosebump-inducing sensation... Simply irresistible!,hana,這種讓人起雞皮疙瘩的感覺……真是無法抗拒！
gup_crew/sentences/enemy_killed_by_player_02.json,We got it! Let's look for the next one!,hana,我們擊中了！去找下一個吧！
gup_crew/sentences/enemy_killed_by_player_03.json,Vehicle destroyed! But don't let your guard down...,hana,戰車被摧毀了！但別放鬆警惕……
gup_crew/sentences/enemy_killed_by_player_04.json,Enemy vehicle destroyed!,hana,敵方戰車被摧毀了！
gup_crew/sentences/enemy_killed_by_player_05.json,We did it! Enemy vehicle destroyed!,miho,我們做到了！敵方戰車被摧毀了！
gup_crew/sentences/enemy_killed_by_player_06.json,Enemy vehicle destroyed! But stay on your guard!,miho,敵方戰車被摧毀了！但要保持警惕！
gup_crew/sentences/enemy_killed_by_player_07.json,"Hana-san, amazing! Destroyed!",miho,華同學，太棒了！摧毀了！
gup_crew/sentences/enemy_killed_by_player_08.json,Enemy vehicle destroyed! Let's move on to the next target.,miho,敵方戰車被摧毀了！轉向下一個目標。
gup_crew/sentences/enemy_killed_by_player_09.json,"Great job, Isuzu-dono!",yukari,幹得好，五十鈴殿！
gup_crew/sentences/enemy_killed_by_player_10.json,Vehicle destroyed! I'll let everybody know!,saori,戰車被摧毀了！我會通知大家！
